[INFO][2022-06-15T18:15:25.859][log.go:58] _com_request_in||method=GET||args=map[]||body=||spanid=a2019ad11ff2fd04||uri=/admin/admin_info?token=admin||from=127.0.0.1||traceid=c0a82bec62a9b13d1be01da1f7a4bfb0||cspanid=
[INFO][2022-06-15T18:15:25.859][log.go:58] _com_request_out||method=GET||from=127.0.0.1||response={\"errno\":0,\"errmsg\":\"\",\"data\":{\"id\":1,\"name\":\"admin\",\"login_time\":\"2022-06-09T17:26:21.945182+08:00\",\"avatar\":\"https://wpimg.wallstcn.com/f778738c-e4f8-4870-b634-56703b4acafe.gif\",\"introduction\":\"I am a super administrator\",\"roles\":[\"admin\",\"test\"]},\"trace_id\":\"c0a82bec62a9b13d1be01da1f7a4bfb0\",\"stack\":null}||proc_time=0.009393034||traceid=c0a82bec62a9b13d1be01da1f7a4bfb0||cspanid=||spanid=a2019ad11ff2fd04||uri=/admin/admin_info?token=admin||args=map[]
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||proc_time=0.003998s||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||current_time=2022-06-15 18:15:26||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '67')
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||current_time=2022-06-15 18:15:26||proc_time=0.004374s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '66')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||level=sql||proc_time=0.003490s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '66')||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||current_time=2022-06-15 18:15:26
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||current_time=2022-06-15 18:15:26||proc_time=0.004893s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '66')||cspanid=||spanid=a2019ad25952989d||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||current_time=2022-06-15 18:15:26||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '66')||affected_row=1||cspanid=||proc_time=0.005293s||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||current_time=2022-06-15 18:15:26||proc_time=0.003808s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '66')||affected_row=1
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||level=sql||current_time=2022-06-15 18:15:26||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '65')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||proc_time=0.008823s
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '65')||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||cspanid=||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||current_time=2022-06-15 18:15:26||proc_time=0.007559s
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||current_time=2022-06-15 18:15:26||proc_time=0.005579s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '65')||affected_row=0
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||cspanid=||spanid=a2019ad25952989d||proc_time=0.004307s||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||current_time=2022-06-15 18:15:26||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '65')||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||level=sql
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||affected_row=1||cspanid=||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '65')||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||current_time=2022-06-15 18:15:26||proc_time=0.007701s
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||proc_time=0.003733s||affected_row=1||cspanid=||level=sql||current_time=2022-06-15 18:15:26||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '64')||traceid=c0a82bec62a9b13eb9e01da17df18db0
[INFO][2022-06-15T18:15:26.747][log.go:58] _com_mysql_success||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||affected_row=0||proc_time=0.006513s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '64')||level=sql||current_time=2022-06-15 18:15:26
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||spanid=a2019ad25952989d||level=sql||proc_time=0.140315s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '64')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||proc_time=0.008608s||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||level=sql||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '64')||affected_row=1||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||current_time=2022-06-15 18:15:27||proc_time=0.010377s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '64')||affected_row=1||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||current_time=2022-06-15 18:15:27||proc_time=0.010714s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '63')||cspanid=||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||affected_row=0||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||current_time=2022-06-15 18:15:27||proc_time=0.005714s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '63')||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||cspanid=||spanid=a2019ad25952989d||current_time=2022-06-15 18:15:27||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '63')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||proc_time=0.005953s
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||current_time=2022-06-15 18:15:27||proc_time=0.012218s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '63')||traceid=c0a82bec62a9b13eb9e01da17df18db0||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||affected_row=1||cspanid=||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '63')||cspanid=||traceid=c0a82bec62a9b13eb9e01da17df18db0||level=sql||current_time=2022-06-15 18:15:27||proc_time=0.010936s||affected_row=1
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||proc_time=0.006527s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '62')||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||level=sql||affected_row=1||spanid=a2019ad25952989d||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||current_time=2022-06-15 18:15:27||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '62')||proc_time=0.012635s||affected_row=0
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||current_time=2022-06-15 18:15:27||proc_time=0.005263s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '62')||spanid=a2019ad25952989d||level=sql||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '62')||affected_row=1||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||current_time=2022-06-15 18:15:27||proc_time=0.011568s||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||proc_time=0.046957s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '62')||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||proc_time=0.004761s||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '60')||affected_row=1||cspanid=||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||current_time=2022-06-15 18:15:27||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||proc_time=0.011438s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '60')
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||current_time=2022-06-15 18:15:27||proc_time=0.003371s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '60')||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||affected_row=0||cspanid=
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||level=sql||current_time=2022-06-15 18:15:27||proc_time=0.013460s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '60')||affected_row=1||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '60')||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||current_time=2022-06-15 18:15:27||cspanid=||level=sql||proc_time=0.003728s
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||cspanid=||level=sql||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '59')||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||current_time=2022-06-15 18:15:27||proc_time=0.010436s
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||level=sql||affected_row=0||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '59')||cspanid=||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||current_time=2022-06-15 18:15:27||proc_time=0.011031s
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||proc_time=0.011103s||cspanid=||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||current_time=2022-06-15 18:15:27||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '59')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||current_time=2022-06-15 18:15:27||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||proc_time=0.012886s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '59')||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||spanid=a2019ad25952989d||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '59')||affected_row=1||current_time=2022-06-15 18:15:27||proc_time=0.071620s||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||proc_time=0.009920s||spanid=a2019ad25952989d||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||current_time=2022-06-15 18:15:27||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '58')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||current_time=2022-06-15 18:15:27||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '58')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||proc_time=0.012933s||cspanid=
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||current_time=2022-06-15 18:15:27||proc_time=0.005585s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '58')
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '58')||affected_row=1||cspanid=||spanid=a2019ad25952989d||level=sql||proc_time=0.004255s||traceid=c0a82bec62a9b13eb9e01da17df18db0||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||current_time=2022-06-15 18:15:27||affected_row=1||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||proc_time=0.010290s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '58')||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||proc_time=0.003604s||affected_row=0||cspanid=||spanid=a2019ad25952989d||traceid=c0a82bec62a9b13eb9e01da17df18db0||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||current_time=2022-06-15 18:15:27||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '57')
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||proc_time=0.005976s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '57')||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_tcp_rule.go:22||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_grpc_rule.go:23||current_time=2022-06-15 18:15:27||proc_time=0.006743s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '57')||affected_row=0||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=||spanid=a2019ad25952989d
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||traceid=c0a82bec62a9b13eb9e01da17df18db0||spanid=a2019ad25952989d||level=sql||proc_time=0.004598s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '57')||affected_row=1||cspanid=||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_access_control.go:27||current_time=2022-06-15 18:15:27
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||level=sql||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_load_balance.go:35||proc_time=0.006526s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '57')||affected_row=1||spanid=a2019ad25952989d||current_time=2022-06-15 18:15:27||traceid=c0a82bec62a9b13eb9e01da17df18db0||cspanid=
[INFO][2022-06-15T18:15:27.093][log.go:58] _com_mysql_success||proc_time=0.005721s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '56')||cspanid=||spanid=a2019ad25952989d||source=/Users/fanfangjie/goproject/src/gin_scaffold_stydy/dao/service_http_rule.go:28||current_time=2022-06-15 18:15:27||affected_row=1||traceid=c0a82bec62a9b13eb9e01da17df18db0||level=sql
